i.e.	26689499564806730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
anarchy.	-0.020103
Utopia.	-0.020123
waffle.	-0.020123
Kosova.	-0.020123
resulting.	-0.020129
Hamburg.	-0.020137
Nothing.	-0.020148
deadlines.	-0.020153
Tbilisi.	-0.020163
order.	-0.020179
lights.	-0.020180
prospects.	-0.020189
Nargis.	-0.020191
bazaar.	-0.020191
Haidar.	-0.020191
Oceans.	-0.020191
flexibly.	-0.020195
Mollar.	-0.020259
flow.	-0.020266
immoral.	-0.020290
Fischler.	-0.020298
unsaid.	-0.020303
Survey.	-0.020326
blind.	-0.020341
Thrace.	-0.020347
lunacy.	-0.020347
retour.	-0.020347
fairness.	-0.020364
buys.	-0.020375
recognise.	-0.020379
Ries.	-0.020387
phrase.	-0.020391
filed.	-0.020412
chapters.	-0.020418
Watson.	-0.020466
scorn.	-0.020467
features.	-0.020468
nuance.	-0.020469
rude.	-0.020493
regulations.	-0.020515
Provan.	-0.020540
Decrees.	-0.020555
emphasise.	-0.020556
Farsi.	-0.020569
liars.	-0.020569
Kivus.	-0.020569
FESCO.	-0.020569
Angus.	-0.020569
blush.	-0.020569
navel.	-0.020569
setup.	-0.020569
unmet.	-0.020569
rarer.	-0.020569
aides.	-0.020569
lions.	-0.020569
Seine.	-0.020569
Hesse.	-0.020569
Lukin.	-0.020569
Street.	-0.020573
audience.	-0.020594
Trüpel.	-0.020647
allowed.	-0.020654
thirty.	-0.020656
rewarded.	-0.020667
Mare.	-0.020673
immigration.	-0.020676
owns.	-0.020681
López.	-0.020683
Penalty.	-0.020702
honesty.	-0.020716
responses.	-0.020722
Belfast.	-0.020774
spine.	-0.020780
fudge.	-0.020780
boots.	-0.020780
cafés.	-0.020780
CEFTA.	-0.020780
issued.	-0.020784
ÍÁÔÏ.	-0.020788
Feed.	-0.020788
XVII.	-0.020788
DBES.	-0.020788
Niño.	-0.020788
malt.	-0.020788
NASA.	-0.020788
Rangoon.	-0.020801
evidence.	-0.020802
Stream.	-0.020809
mixed.	-0.020825
operator.	-0.020825
recorded.	-0.020842
mosque.	-0.020876
starve.	-0.020876
consulted.	-0.020879
trusts.	-0.020904
revived.	-0.020914
Tibetan.	-0.020918
dishes.	-0.020928
victor.	-0.020928
delete.	-0.020930
accompli.	-0.020939
exposed.	-0.020941
liberty.	-0.020947
TV.	-0.020956
middle.	-0.020959
midnight.	-0.020965
machines.	-0.020974
Point.	-0.020981
Cardiff.	-0.020993
sound.	-0.021004
crowd.	-0.021039
warned.	-0.021049
everybody.	-0.021073
facilities.	-0.021078
consists.	-0.021079
covered.	-0.021090
refrain.	-0.021094
landed.	-0.021100
depths.	-0.021111
arrested.	-0.021148
tradition.	-0.021167
mills.	-0.021168
suppliers.	-0.021184
Maat.	-0.021194
Baroness.	-0.021204
Care.	-0.021205
utilised.	-0.021211
Romanian.	-0.021213
Making.	-0.021228
mandates.	-0.021245
suffering.	-0.021246
convinced.	-0.021259
millions.	-0.021260
Bioko.	-0.021269
coals.	-0.021269
Márai.	-0.021269
roost.	-0.021269
persuade.	-0.021279
imply.	-0.021289
alert.	-0.021306
Fayyad.	-0.021315
awake.	-0.021319
masks.	-0.021319
Kauppi.	-0.021372
bovine.	-0.021392
rigged.	-0.021413
mystery.	-0.021413
anomaly.	-0.021418
insists.	-0.021428
killer.	-0.021448
sewer.	-0.021463
sages.	-0.021463
Abbou.	-0.021463
tunes.	-0.021463
venom.	-0.021463
chore.	-0.021463
glues.	-0.021463
mg/km.	-0.021463
Féret.	-0.021463
Hydra.	-0.021463
Lands.	-0.021463
Maris.	-0.021463
Čechy.	-0.021463
UNAMA.	-0.021463
wires.	-0.021463
3 May.	-0.021463
shave.	-0.021463
jelly.	-0.021463
Gulag.	-0.021463
beets.	-0.021463
Bemba.	-0.021463
anseo.	-0.021463
MIFID.	-0.021463
convince.	-0.021486
lagging.	-0.021492
premium.	-0.021511
designs.	-0.021513
MFA.	-0.021513
know-how.	-0.021516
reopen.	-0.021520
Accords.	-0.021530
Bavaria.	-0.021549
asbestos.	-0.021554
starch.	-0.021557
Jensen.	-0.021557
birthday.	-0.021572
Kosor.	-0.021582
dizzy.	-0.021582
Medal.	-0.021582
Firth.	-0.021582
urine.	-0.021582
Louth.	-0.021582
Romas.	-0.021582
Split.	-0.021582
Csibi.	-0.021582
Bisky.	-0.021582
veils.	-0.021582
genre.	-0.021582
9 May.	-0.021582
Carol.	-0.021582
verve.	-0.021582
courses.	-0.021601
stops.	-0.021643
crown.	-0.021659
sincere.	-0.021661
thereto.	-0.021682
Breyer.	-0.021683
verified.	-0.021694
shocking.	-0.021774
frames.	-0.021785
coercion.	-0.021787
counter.	-0.021825
Aachen.	-0.021834
pariah.	-0.021834
Mintz.	-0.021863
crook.	-0.021863
pelts.	-0.021863
Klima.	-0.021863
scars.	-0.021890
tents.	-0.021890
copying.	-0.021896
illusion.	-0.021900
greet.	-0.021920
awards.	-0.021923
logging.	-0.021932
guidelines.	-0.021949
abandoned.	-0.021954
shifts.	-0.021962
deserves.	-0.021996
Roadmap.	-0.021998
justify.	-0.022013
Prüm.	-0.022044
Orden.	-0.022045
march.	-0.022045
sometimes.	-0.022084
belong.	-0.022084
agriculture.	-0.022098
explode.	-0.022115
promise.	-0.022119
notch.	-0.022122
foggy.	-0.022122
whips.	-0.022122
Soini.	-0.022122
wombs.	-0.022122
graft.	-0.022122
flute.	-0.022122
idols.	-0.022122
Socialist.	-0.022124
George.	-0.022124
Nicosia.	-0.022161
Republic.	-0.022161
contempt.	-0.022188
Tower.	-0.022192
postponed.	-0.022198
Berthu.	-0.022207
Unions.	-0.022208
toxins.	-0.022208
midst.	-0.022220
revenues.	-0.022222
accede.	-0.022227
oneself.	-0.022240
anymore.	-0.022243
debtor.	-0.022271
Taipei.	-0.022275
extremism.	-0.022284
Bildt.	-0.022293
competence.	-0.022325
bee.	-0.022362
peat.	-0.022389
hastily.	-0.022390
decency.	-0.022402
whatsoever.	-0.022419
rival.	-0.022419
Coelho.	-0.022442
campaigns.	-0.022475
Bonino.	-0.022478
closing.	-0.022502
flooding.	-0.022515
gloomy.	-0.022532
vacant.	-0.022546
Cioloş.	-0.022546
Move.	-0.022554
Freedom.	-0.022557
soya.	-0.022568
dangerous.	-0.022611
violate.	-0.022612
ethic.	-0.022631
Blok.	-0.022633
Soto.	-0.022633
Khan.	-0.022633
EPSO.	-0.022633
contents.	-0.022640
primarily.	-0.022642
elapsed.	-0.022651
mantra.	-0.022691
stalls.	-0.022701
chemicals.	-0.022707
transit.	-0.022709
tied.	-0.022711
require.	-0.022806
tourists.	-0.022808
driving.	-0.022813
routine.	-0.022850
scrapie.	-0.022856
opened.	-0.022861
enrich.	-0.022869
swim.	-0.022870
holy.	-0.022872
risen.	-0.022873
Akin.	-0.022892
Farm.	-0.022892
dismay.	-0.022904
everywhere.	-0.022917
realistic.	-0.022922
solving.	-0.022922
rescued.	-0.022928
wear.	-0.022968
stew.	-0.022969
frog.	-0.022969
Mill.	-0.022969
idol.	-0.022969
VDRs.	-0.022969
slit.	-0.022969
BEPG.	-0.022969
SERS.	-0.022969
dope.	-0.022969
Léon.	-0.022969
Grid.	-0.022969
Hera.	-0.022969
bien.	-0.022969
Jose.	-0.022969
Azov.	-0.022969
'80s.	-0.022969
diem.	-0.022969
lava.	-0.022969
bugs.	-0.022969
Mbps.	-0.022969
Moon.	-0.022969
Eide.	-0.022969
PNRs.	-0.022969
LTCM.	-0.022969
Joya.	-0.022969
Yard.	-0.022969
Popa.	-0.022969
foes.	-0.022969
disk.	-0.022969
Bars.	-0.022969
tout.	-0.022969
jars.	-0.022969
flak.	-0.022969
bono.	-0.022969
Baco.	-0.022969
irony.	-0.022979
males.	-0.022987
omens.	-0.022987
IOPCF.	-0.022987
wished.	-0.023011
financed.	-0.023031
incorrect.	-0.023034
counsel.	-0.023059
however.	-0.023116
Maguwu.	-0.023117
slicks.	-0.023117
repealed.	-0.023136
unfounded.	-0.023142
immigrants.	-0.023149
Gama.	-0.023206
scenario.	-0.023248
abandon.	-0.023250
acquire.	-0.023264
course.	-0.023271
Miller.	-0.023311
Committee.	-0.023319
Jerusalem.	-0.023336
resulted.	-0.023350
online.	-0.023354
upset.	-0.023361
guess.	-0.023428
MONUC.	-0.023470
Clean.	-0.023475
Orissa.	-0.023482
knowing.	-0.023483
immediate.	-0.023491
principles.	-0.023510
bottle.	-0.023528
denied.	-0.023544
Guyana.	-0.023547
Tamino.	-0.023547
Weiwei.	-0.023575
servants.	-0.023583
Sturdy.	-0.023589
spy.	-0.023594
historic.	-0.023603
oxide.	-0.023640
Bösch.	-0.023656
viewed.	-0.023671
mammals.	-0.023672
Astana.	-0.023688
jump.	-0.023694
louder.	-0.023710
MIF.	-0.023721
MIC.	-0.023721
MRI.	-0.023721
SVC.	-0.023721
MPA.	-0.023721
gut.	-0.023721
steer.	-0.023728
grim.	-0.023743
Juan.	-0.023748
twelve.	-0.023773
grata.	-0.023783
pending.	-0.023793
Mayors.	-0.023818
Aragón.	-0.023818
websites.	-0.023829
dementia.	-0.023836
buyers.	-0.023846
mindset.	-0.023851
widened.	-0.023862
breached.	-0.023866
prone.	-0.023867
focusing.	-0.023877
Vilnius.	-0.023902
conference.	-0.023923
defining.	-0.023936
perspective.	-0.023946
throats.	-0.023951
fooled.	-0.023983
ratios.	-0.023983
arsenal.	-0.024022
Sachs.	-0.024025
snuff.	-0.024025
IMPEL.	-0.024025
mixes.	-0.024025
rash.	-0.024028
maturity.	-0.024030
undone.	-0.024034
Porto.	-0.024064
influence.	-0.024068
roll.	-0.024087
railway.	-0.024100
Brecht.	-0.024100
Malaga.	-0.024100
Beirut.	-0.024129
tyrant.	-0.024129
twins.	-0.024150
saint.	-0.024150
rites.	-0.024150
Wight.	-0.024150
quilt.	-0.024150
Rossi.	-0.024150
Leste.	-0.024150
beers.	-0.024150
feast.	-0.024150
Martín.	-0.024167
élites.	-0.024168
droves.	-0.024168
Hanoun.	-0.024168
beaches.	-0.024182
aviation.	-0.024196
heads.	-0.024208
inertia.	-0.024214
EULEX.	-0.024241
Fatah.	-0.024241
Indonesia.	-0.024257
Harbour.	-0.024274
detailed.	-0.024275
afford.	-0.024296
lifelong.	-0.024305
nought.	-0.024307
litter.	-0.024307
internet.	-0.024317
Wallis.	-0.024339
defines.	-0.024376
ashore.	-0.024385
realities.	-0.024406
damages.	-0.024411
layman.	-0.024415
Beings.	-0.024415
vanish.	-0.024423
religious.	-0.024444
bit.	-0.024449
jeopardy.	-0.024452
stifled.	-0.024454
knowledge.	-0.024469
static.	-0.024492
radius.	-0.024492
Zelaya.	-0.024492
bus.	-0.024499
ordinary.	-0.024541
formula.	-0.024554
shy.	-0.024557
Thailand.	-0.024597
HICP.	-0.024607
quit.	-0.024607
Kant.	-0.024607
FATF.	-0.024607
Holm.	-0.024612
disabled.	-0.024629
dozen.	-0.024650
Tuna.	-0.024659
vine.	-0.024659
College.	-0.024662
powder.	-0.024726
homeless.	-0.024738
barrier.	-0.024741
Money.	-0.024750
film.	-0.024762
character.	-0.024762
gambling.	-0.024778
Kallas.	-0.024802
heroes.	-0.024820
dossiers.	-0.024820
Petitions.	-0.024820
pricing.	-0.024826
studied.	-0.024839
precedent.	-0.024909
Add.	-0.024932
palace.	-0.024948
produced.	-0.024948
charm.	-0.024977
exams.	-0.024988
cereal.	-0.025000
Manuel.	-0.025021
lived.	-0.025034
manoeuvre.	-0.025065
calmly.	-0.025079
stark.	-0.025094
listened.	-0.025104
Conduct.	-0.025111
bare.	-0.025111
focuses.	-0.025152
emotion.	-0.025167
attempts.	-0.025198
obviously.	-0.025200
downturn.	-0.025207
heights.	-0.025211
Díez.	-0.025221
Body.	-0.025228
confidence.	-0.025308
patience.	-0.025311
taught.	-0.025333
regret.	-0.025343
customers.	-0.025344
angel.	-0.025349
cynic.	-0.025349
enacted.	-0.025363
dealers.	-0.025363
jigsaw.	-0.025369
murders.	-0.025421
existence.	-0.025455
visits.	-0.025476
older.	-0.025528
Eurojust.	-0.025547
father.	-0.025548
embark.	-0.025557
punish.	-0.025557
peanuts.	-0.025570
hate.	-0.025573
PCBs.	-0.025577
Danube.	-0.025587
CDU.	-0.025597
holders.	-0.025660
Brown.	-0.025661
liability.	-0.025671
switch.	-0.025682
Holte.	-0.025683
treats.	-0.025688
necessity.	-0.025706
observe.	-0.025712
Medina.	-0.025713
sittings.	-0.025723
sorted.	-0.025765
revive.	-0.025765
Matias.	-0.025769
diktat.	-0.025769
alerts.	-0.025793
agony.	-0.025802
ferries.	-0.025873
uniform.	-0.025875
nail.	-0.025875
elect.	-0.025892
Drugs.	-0.025892
strings.	-0.025916
thinking.	-0.025932
tolerated.	-0.025967
hardest.	-0.025971
Davis.	-0.025981
Hutus.	-0.025981
PE.	-0.025981
falling.	-0.026016
credible.	-0.026036
density.	-0.026037
quest.	-0.026039
populism.	-0.026104
count.	-0.026124
waiting.	-0.026131
monks.	-0.026137
overlap.	-0.026152
110a.	-0.026180
Ryan.	-0.026180
Government.	-0.026191
enterprises.	-0.026196
rigid.	-0.026197
strife.	-0.026221
Saxony.	-0.026221
juices.	-0.026224
lawful.	-0.026254
gauges.	-0.026274
reveals.	-0.026286
Kinnock.	-0.026290
apparent.	-0.026304
thee.	-0.026334
tins.	-0.026334
boar.	-0.026334
Homa.	-0.026334
Benz.	-0.026334
glib.	-0.026334
Paks.	-0.026334
Eddy.	-0.026334
Blum.	-0.026334
Boal.	-0.026334
quay.	-0.026334
oars.	-0.026334
coop.	-0.026334
Want.	-0.026334
ETCS.	-0.026334
130w.	-0.026334
IIIa.	-0.026334
Imia.	-0.026334
bats.	-0.026334
ADHD.	-0.026334
pelt.	-0.026334
sync.	-0.026334
ECMT.	-0.026334
axle.	-0.026334
duel.	-0.026334
SRMs.	-0.026334
curt.	-0.026334
Türk.	-0.026334
RDFP.	-0.026334
Lidl.	-0.026334
Vasa.	-0.026334
hare.	-0.026334
ICZM.	-0.026334
pimp.	-0.026334
Gods.	-0.026334
PESC.	-0.026334
Qian.	-0.026334
Niva.	-0.026334
Lden.	-0.026334
SOFA.	-0.026334
Erez.	-0.026334
sing.	-0.026362
Mary.	-0.026362
wrongs.	-0.026377
packet.	-0.026406
Network.	-0.026433
reject.	-0.026467
vets.	-0.026471
IMCO.	-0.026471
shelter.	-0.026474
slot.	-0.026490
Cohesion.	-0.026514
Cypriot.	-0.026569
screw.	-0.026576
trunk.	-0.026576
Tapie.	-0.026576
exits.	-0.026576
tubes.	-0.026576
unify.	-0.026639
hosts.	-0.026649
Isles.	-0.026649
boom.	-0.026654
committees.	-0.026656
winds.	-0.026672
grace.	-0.026672
rock.	-0.026675
tenure.	-0.026681
PCB.	-0.026682
attract.	-0.026699
investment.	-0.026703
glue.	-0.026718
slur.	-0.026718
passport.	-0.026734
Warsaw.	-0.026753
tackling.	-0.026761
Crimea.	-0.026815
alliance.	-0.026816
Vallés.	-0.026824
informal.	-0.026875
following.	-0.026927
heroin.	-0.026972
essential.	-0.026993
brave.	-0.026993
outrage.	-0.026994
affirm.	-0.026996
introduce.	-0.027002
bulls.	-0.027006
Svevo.	-0.027006
vaccines.	-0.027013
signing.	-0.027037
Right.	-0.027062
occupy.	-0.027064
Members.	-0.027067
banker.	-0.027087
Unesco.	-0.027090
delivery.	-0.027107
penalties.	-0.027111
effectively.	-0.027130
poorer.	-0.027132
sludge.	-0.027136
eleven.	-0.027151
pests.	-0.027157
email.	-0.027157
defended.	-0.027194
share.	-0.027203
car.	-0.027211
guarantee.	-0.027230
soldiers.	-0.027272
aspire.	-0.027307
referendum.	-0.027346
Posselt.	-0.027356
Siberia.	-0.027378
tribute.	-0.027387
Taliban.	-0.027427
Poos.	-0.027449
courage.	-0.027477
vehicle.	-0.027493
Haider.	-0.027513
stall.	-0.027519
fancy.	-0.027519
deliver.	-0.027523
compared.	-0.027535
doorstep.	-0.027554
beauty.	-0.027567
impacts.	-0.027573
leaving.	-0.027595
hanged.	-0.027598
emails.	-0.027598
hospital.	-0.027599
inflation.	-0.027611
rush.	-0.027630
Daphne.	-0.027631
Tigers.	-0.027631
genome.	-0.027631
gulags.	-0.027636
Cresson.	-0.027638
formed.	-0.027701
suicide.	-0.027715
quarters.	-0.027716
bilateral.	-0.027745
Muslims.	-0.027750
Abkhazia.	-0.027765
soup.	-0.027772
today’s.	-0.027772
hollow.	-0.027780
Pilate.	-0.027788
Galileo.	-0.027790
slate.	-0.027821
demon.	-0.027821
radon.	-0.027821
higher.	-0.027822
fishermen.	-0.027826
remedied.	-0.027833
officials.	-0.027847
fell.	-0.027860
unchanged.	-0.027861
solemn.	-0.027864
accuse.	-0.027864
overall.	-0.027865
tissue.	-0.027866
breach.	-0.027869
Helsinki.	-0.027870
restrict.	-0.027870
feared.	-0.027877
Lobby.	-0.027916
Model.	-0.027916
Gusmão.	-0.027976
Marino.	-0.027976
scrapped.	-0.027992
URBAN.	-0.028007
prevails.	-0.028061
holdings.	-0.028066
slump.	-0.028103
momentum.	-0.028116
Tobin.	-0.028124
hypocrisy.	-0.028130
bombers.	-0.028135
lung.	-0.028153
Eurostat.	-0.028162
salaries.	-0.028163
managing.	-0.028179
Theato.	-0.028232
long-term.	-0.028243
TBT.	-0.028253
ITA.	-0.028253
YES.	-0.028253
RAI.	-0.028253
Med.	-0.028253
Ark.	-0.028253
hog.	-0.028253
NTA.	-0.028253
SRM.	-0.028253
Autumn.	-0.028300
omitted.	-0.028305
spouse.	-0.028305
belongs.	-0.028360
Community.	-0.028384
airspace.	-0.028396
Sates.	-0.028412
afraid.	-0.028413
fruition.	-0.028431
lifetime.	-0.028432
pork.	-0.028438
tons.	-0.028438
STOA.	-0.028438
unwell.	-0.028447
Silguy.	-0.028476
gagged.	-0.028491
earths.	-0.028491
written.	-0.028507
coffin.	-0.028511
digest.	-0.028511
failures.	-0.028521
operations.	-0.028542
abolish.	-0.028570
Finnish.	-0.028573
proving.	-0.028666
fall.	-0.028672
lowest.	-0.028683
incurred.	-0.028715
organisms.	-0.028741
maintained.	-0.028783
chart.	-0.028792
Sharon.	-0.028801
release.	-0.028802
invoked.	-0.028819
fatigue.	-0.028839
Yugoslavia.	-0.028841
hazards.	-0.028849
jury.	-0.028873
Omar.	-0.028873
Times.	-0.028889
voyage.	-0.028896
Port.	-0.028901
unanimity.	-0.028931
Watch.	-0.028935
carriers.	-0.028957
Brik.	-0.028975
Tax.	-0.028983
plus.	-0.029027
Brian.	-0.029054
culpa.	-0.029063
Rupel.	-0.029063
Juvin.	-0.029063
Allah.	-0.029063
Dalen.	-0.029063
EDCTP.	-0.029063
hotels.	-0.029067
discussed.	-0.029074
Jöns.	-0.029084
concept.	-0.029092
Grail.	-0.029128
Polje.	-0.029128
bacon.	-0.029128
RFMOs.	-0.029128
bird.	-0.029140
pimps.	-0.029151
flank.	-0.029151
Helms.	-0.029151
73rd.	-0.029172
ACAR.	-0.029172
129A.	-0.029172
RTBF.	-0.029172
CSDs.	-0.029172
saor.	-0.029172
Sima.	-0.029172
sano.	-0.029172
Tyne.	-0.029172
Rabo.	-0.029172
Acta.	-0.029172
ICTR.	-0.029172
cinn.	-0.029172
EPSU.	-0.029172
Ovar.	-0.029172
sein.	-0.029172
PNEs.	-0.029172
garb.	-0.029172
Piks.	-0.029172
BREF.	-0.029172
Gang.	-0.029172
Poti.	-0.029172
Piha.	-0.029172
EMPL.	-0.029172
PIGS.	-0.029172
Abba.	-0.029172
TASS.	-0.029172
VIPs.	-0.029172
Axes.	-0.029172
Oban.	-0.029172
ARYM.	-0.029172
Rand.	-0.029172
Umia.	-0.029172
2 kg.	-0.029172
funk.	-0.029172
IBEC.	-0.029172
Saks.	-0.029172
MORE.	-0.029172
novo.	-0.029172
fads.	-0.029172
138e.	-0.029172
mugs.	-0.029172
Loop.	-0.029172
duet.	-0.029172
Aude.	-0.029172
189c.	-0.029172
cute.	-0.029172
Egan.	-0.029172
Cana.	-0.029172
CARP.	-0.029172
Gueï.	-0.029172
Paca.	-0.029172
180m.	-0.029172
CDSs.	-0.029172
chin.	-0.029172
silt.	-0.029172
boos.	-0.029172
OJEC.	-0.029172
Cory.	-0.029172
hoop.	-0.029172
MRAs.	-0.029172
Rear.	-0.029172
CGEA.	-0.029172
LPAI.	-0.029172
Gela.	-0.029172
tort.	-0.029172
Sina.	-0.029172
Seko.	-0.029172
fallen.	-0.029187
shield.	-0.029228
2b.	-0.029239
Hannan.	-0.029326
evaded.	-0.029331
dyed.	-0.029333
kerb.	-0.029333
salm.	-0.029333
ACER.	-0.029333
SAFE.	-0.029333
lace.	-0.029333
Dany.	-0.029333
Mead.	-0.029333
ADRs.	-0.029333
Gali.	-0.029333
BEST.	-0.029333
HRFT.	-0.029333
191a.	-0.029333
Emil.	-0.029333
lege.	-0.029333
APMs.	-0.029333
Gard.	-0.029333
pong.	-0.029333
fort.	-0.029333
IAEO.	-0.029333
Mons.	-0.029333
Cups.	-0.029333
perk.	-0.029333
snus.	-0.029333
Kedo.	-0.029333
Sary.	-0.029333
cabs.	-0.029333
Buch.	-0.029333
Egeo.	-0.029333
Rias.	-0.029333
Etna.	-0.029333
hock.	-0.029333
Pens.	-0.029333
Farc.	-0.029333
IFIs.	-0.029333
iPod.	-0.029333
directives.	-0.029337
devil.	-0.029337
fulfil.	-0.029375
applying.	-0.029378
substances.	-0.029381
Liese.	-0.029406
mirage.	-0.029408
stroke.	-0.029424
Council's.	-0.029433
something.	-0.029438
pits.	-0.029438
Penh.	-0.029438
shadows.	-0.029446
renewable.	-0.029452
labelling.	-0.029460
Radio.	-0.029460
Verde.	-0.029470
Klamt.	-0.029470
havoc.	-0.029470
covering.	-0.029477
SAARC.	-0.029487
shaky.	-0.029494
till.	-0.029495
disarm.	-0.029523
VRT.	-0.029563
judice.	-0.029620
discards.	-0.029642
category.	-0.029651
backwards.	-0.029666
monster.	-0.029670
egoism.	-0.029760
corruption.	-0.029779
Munich.	-0.029782
tourist.	-0.029798
mafias.	-0.029805
meagre.	-0.029863
Århus.	-0.029866
vigilant.	-0.029875
slogans.	-0.029917
pursuit.	-0.029918
expert.	-0.029925
mask.	-0.029948
vile.	-0.029948
harvest.	-0.029982
Iceland.	-0.030033
topical.	-0.030048
gather.	-0.030076
arenas.	-0.030089
regarded.	-0.030100
guises.	-0.030113
Sam.	-0.030181
fax.	-0.030181
inputs.	-0.030190
hitherto.	-0.030207
publish.	-0.030217
frontiers.	-0.030223
valley.	-0.030237
burial.	-0.030245
setback.	-0.030253
Susta.	-0.030269
sweep.	-0.030274
rearm.	-0.030274
yacht.	-0.030274
tract.	-0.030274
booty.	-0.030274
Bunia.	-0.030274
SSGIs.	-0.030274
GMO.	-0.030335
arrest.	-0.030355
liked.	-0.030395
Böhm.	-0.030413
shore.	-0.030441
fantasy.	-0.030467
institutions.	-0.030476
nationals.	-0.030494
Bolivia.	-0.030548
bubble.	-0.030578
criticism.	-0.030592
centuries.	-0.030602
beaten.	-0.030630
Chinese.	-0.030631
software.	-0.030634
Papua.	-0.030635
Bhutto.	-0.030640
weakness.	-0.030667
clergy.	-0.030704
solves.	-0.030727
whales.	-0.030727
Slovenia.	-0.030733
cartel.	-0.030761
structures.	-0.030766
visited.	-0.030778
civilians.	-0.030805
benefit.	-0.030831
Luis.	-0.030861
Duff.	-0.030878
Things.	-0.030894
holds.	-0.031008
injuries.	-0.031020
tenable.	-0.031056
secrets.	-0.031071
Libyan.	-0.031073
lining.	-0.031085
Greeks.	-0.031088
developed.	-0.031109
Jenin.	-0.031129
eased.	-0.031129
providers.	-0.031130
manure.	-0.031148
implemented.	-0.031152
tigers.	-0.031163
worsen.	-0.031181
Déby.	-0.031181
sour.	-0.031181
sessions.	-0.031192
ageing.	-0.031193
relaxed.	-0.031203
Hoff.	-0.031231
BNFL.	-0.031231
prisoners.	-0.031270
suffrage.	-0.031273
Aid.	-0.031285
expensive.	-0.031292
banning.	-0.031325
united.	-0.031327
achieving.	-0.031335
returns.	-0.031355
winners.	-0.031359
feta.	-0.031387
Tusk.	-0.031387
booth.	-0.031405
berth.	-0.031405
decks.	-0.031405
Leeds.	-0.031405
bikes.	-0.031405
Wednesday.	-0.031409
percent.	-0.031415
diary.	-0.031419
Lyons.	-0.031419
packs.	-0.031419
tensions.	-0.031445
Wurtz.	-0.031445
set-up.	-0.031461
imposing.	-0.031516
inadequate.	-0.031547
surplus.	-0.031560
seller.	-0.031572
Guards.	-0.031584
halves.	-0.031584
crash.	-0.031610
honoured.	-0.031612
preserved.	-0.031612
male.	-0.031616
Mladic.	-0.031620
patterns.	-0.031624
pool.	-0.031673
physical.	-0.031676
hugely.	-0.031682
outcry.	-0.031718
fading.	-0.031758
twofold.	-0.031787
whisky.	-0.031816
hundreds.	-0.031831
dried.	-0.031867
domains.	-0.031889
cage.	-0.031899
lobbies.	-0.031921
TRIPs.	-0.031978
Abuja.	-0.031978
laxity.	-0.031984
guaranteed.	-0.032081
tight.	-0.032115
saving.	-0.032171
usury.	-0.032195
abate.	-0.032195
bride.	-0.032195
Pires.	-0.032195
Piran.	-0.032195
owned.	-0.032224
slant.	-0.032225
ICANN.	-0.032225
public.	-0.032238
integration.	-0.032252
booths.	-0.032286
examined.	-0.032299
civilian.	-0.032320
cheaply.	-0.032347
flora.	-0.032353
surface.	-0.032364
opaque.	-0.032368
Package.	-0.032371
snags.	-0.032372
tacks.	-0.032372
waned.	-0.032372
mores.	-0.032372
official.	-0.032382
arrived.	-0.032389
Yassin.	-0.032405
creates.	-0.032426
serves.	-0.032427
Future.	-0.032433
wash.	-0.032461
ITRE.	-0.032461
deeply.	-0.032468
Aznar.	-0.032484
symbols.	-0.032502
shelved.	-0.032512
awaited.	-0.032514
liable.	-0.032519
vanity.	-0.032527
mopeds.	-0.032544
Samara.	-0.032544
Orwell.	-0.032553
attained.	-0.032582
importance.	-0.032593
blogs.	-0.032596
Euros.	-0.032596
ponds.	-0.032596
ATM.	-0.032658
executed.	-0.032659
important.	-0.032692
Europe’s.	-0.032750
pushing.	-0.032751
Costa.	-0.032798
prosperity.	-0.032841
triumph.	-0.032844
isolation.	-0.032875
sharply.	-0.032906
coexist.	-0.032912
enact.	-0.032921
Ageing.	-0.032973
decided.	-0.032985
Gaulle.	-0.032991
fixed.	-0.032999
equation.	-0.033002
maze.	-0.033005
standard.	-0.033032
Rapti.	-0.033037
scary.	-0.033037
mg/ml.	-0.033037
2000s.	-0.033037
Aqaba.	-0.033037
leash.	-0.033037
IATTC.	-0.033037
expense.	-0.033051
d'Ivoire.	-0.033085
workforce.	-0.033097
Adana.	-0.033143
marked.	-0.033207
franc.	-0.033214
promptly.	-0.033268
facility.	-0.033281
labour.	-0.033285
Serbian.	-0.033296
Maghreb.	-0.033318
gaining.	-0.033319
combated.	-0.033319
homework.	-0.033321
Tirana.	-0.033351
Meda.	-0.033377
come.	-0.033378
scope.	-0.033404
IRB.	-0.033444
GHz.	-0.033444
ADN.	-0.033444
RID.	-0.033444
ICJ.	-0.033444
tow.	-0.033444
NOW.	-0.033444
shelves.	-0.033472
shake.	-0.033564
liberties.	-0.033581
says.	-0.033602
plight.	-0.033623
located.	-0.033625
basics.	-0.033639
reflects.	-0.033721
scams.	-0.033734
Mazen.	-0.033734
sorts.	-0.033742
weakened.	-0.033779
drill.	-0.033799
winner.	-0.033831
reused.	-0.033841
pirates.	-0.033856
drafted.	-0.033861
interim.	-0.033883
Solana.	-0.033891
female.	-0.033896
Austrian.	-0.033931
hive.	-0.033962
tent.	-0.033962
APIM.	-0.033962
dirt.	-0.033962
FDLR.	-0.033962
anywhere.	-0.033974
plasma.	-0.034013
opium.	-0.034024
shipping.	-0.034031
